GENEID	TOPOID	FOUND	STUDIED
ENSG00000160602	31	1	26
ENSG00000160602	123	1	6
ENSG00000160602	127	1	20
ENSG00000160602	135	1	24
ENSG00000012174	31	1	1
ENSG00000173801	31	2	2
ENSG00000173801	65	2	199
ENSG00000173801	78	1	57
ENSG00000065833	31	1	1
ENSG00000166035	31	1	1
ENSG00000175077	31	2	2
ENSG00000175077	78	1	48
ENSG00000170145	5	2	455
ENSG00000147873	31	1	1
ENSG00000141510	2	805	2657
ENSG00000141510	5	1072	4330
ENSG00000141510	9	4059	9832
ENSG00000141510	14	552	815
ENSG00000141510	18	55	335
ENSG00000141510	20	92	529
ENSG00000141510	25	25	75
ENSG00000141510	31	1559	3146
ENSG00000141510	32	960	2409
ENSG00000141510	35	4	37
ENSG00000141510	51	1210	7177
ENSG00000141510	59	24	67
ENSG00000141510	60	1462	3496
ENSG00000141510	61	11	167
ENSG00000141510	65	1945	5360
ENSG00000141510	67	50	51
ENSG00000141510	71	35	340
ENSG00000141510	75	81	680
ENSG00000141510	78	2361	10215
ENSG00000141510	79	372	1090
ENSG00000141510	91	2	5
ENSG00000141510	97	5	160
ENSG00000141510	100	150	724
ENSG00000141510	103	2	15
ENSG00000141510	104	318	657
ENSG00000141510	114	141	254
ENSG00000141510	115	956	2929
ENSG00000141510	122	37	99
ENSG00000141510	123	690	1768
ENSG00000141510	125	192	891
ENSG00000141510	127	1153	3408
ENSG00000141510	132	68	1201
ENSG00000141510	135	375	923
ENSG00000141510	143	4	4
ENSG00000141510	146	100	611
ENSG00000141510	147	3	93
ENSG00000141510	153	14	99
ENSG00000141510	155	1	1
ENSG00000123560	31	1	1
ENSG00000198642	31	3	3
ENSG00000127241	2	1	1
ENSG00000127241	31	2	2
ENSG00000127241	78	1	11
ENSG00000146250	31	1	1
ENSG00000005249	31	1	1
ENSG00000198754	135	1	1
ENSG00000004660	31	1	27
ENSG00000143633	5	1	22
ENSG00000089280	78	2	57
ENSG00000205436	31	1	1
ENSG00000112852	31	3	3
ENSG00000112852	135	1	23
ENSG00000185792	31	2	2
ENSG00000185792	78	1	57
ENSG00000185792	123	2	6
ENSG00000160392	31	1	1
ENSG00000230797	78	1	57
ENSG00000230797	123	1	6
ENSG00000135622	31	2	2
ENSG00000135622	135	1	22
ENSG00000043514	31	1	1
ENSG00000153976	5	1	446
ENSG00000153976	31	1	1
ENSG00000186583	5	1	22
ENSG00000186583	31	1	1
ENSG00000163125	31	1	1
ENSG00000119714	75	1	1
ENSG00000065609	31	1	1
ENSG00000185215	5	1	22
ENSG00000145358	31	1	1
ENSG00000162813	31	1	1
ENSG00000164619	5	1	22
ENSG00000164619	31	2	2
ENSG00000159399	31	1	1
ENSG00000159399	65	1	11
ENSG00000143374	31	1	1
ENSG00000102172	31	1	1
ENSG00000105223	31	1	1
ENSG00000105223	123	2	7
ENSG00000137486	78	1	32
ENSG00000104356	31	1	1
ENSG00000104356	78	1	48
ENSG00000124201	31	2	2
ENSG00000172985	31	1	1
ENSG00000164134	31	1	1
ENSG00000111653	5	3	446
ENSG00000111653	31	1	1
ENSG00000105792	31	1	1
ENSG00000086848	9	1	3
ENSG00000086848	31	1	1
ENSG00000113575	31	2	2
ENSG00000113805	31	1	1
ENSG00000113805	78	3	32
ENSG00000116906	31	3	3
ENSG00000116906	78	1	48
ENSG00000144554	5	3	25
ENSG00000144554	31	1	1
ENSG00000144554	123	1	6
ENSG00000183837	9	1	12
ENSG00000183837	123	2	7
ENSG00000026950	31	1	1
ENSG00000108405	31	1	1
ENSG00000140575	5	2	446
ENSG00000140575	31	2	2
ENSG00000140575	135	1	23
ENSG00000164663	5	1	22
ENSG00000164663	31	1	1
ENSG00000172969	31	1	1
ENSG00000049769	31	2	2
ENSG00000140577	31	1	1
ENSG00000161929	31	1	1
ENSG00000141756	31	1	1
ENSG00000186487	5	1	22
ENSG00000186487	31	5	5
ENSG00000067704	31	2	2
ENSG00000181408	78	1	48
ENSG00000159753	78	1	32
ENSG00000115353	31	1	1
ENSG00000104969	31	1	1
ENSG00000162368	31	1	1
ENSG00000165282	9	1	4
ENSG00000165282	31	1	1
ENSG00000165282	123	1	6
ENSG00000113205	31	1	1
ENSG00000113205	135	1	23
ENSG00000178852	5	1	22
ENSG00000178852	78	1	48
ENSG00000116580	31	3	3
ENSG00000126733	31	4	5
ENSG00000126733	135	1	24
ENSG00000144426	31	1	1
ENSG00000161526	31	1	1
ENSG00000057294	31	1	1
ENSG00000057294	135	1	23
ENSG00000089639	31	1	1
ENSG00000105538	135	1	24
ENSG00000056972	5	1	23
ENSG00000056972	31	2	2
ENSG00000050820	5	5	447
ENSG00000050820	78	2	57
ENSG00000160396	31	1	27
ENSG00000015133	31	3	3
ENSG00000157005	135	1	23
ENSG00000166226	5	1	447
ENSG00000166226	123	1	6
ENSG00000179873	5	1	22
ENSG00000179873	31	3	3
ENSG00000001084	5	1	446
ENSG00000001084	31	1	1
ENSG00000100664	78	1	48
ENSG00000100664	135	1	23
ENSG00000006837	78	1	92
ENSG00000187258	123	1	1
ENSG00000187258	135	1	23
ENSG00000029725	9	1	2
ENSG00000029725	31	1	1
ENSG00000068078	5	4	527
ENSG00000068078	9	3	148
ENSG00000068078	25	1	69
ENSG00000068078	51	24	511
ENSG00000068078	61	2	47
ENSG00000068078	65	3	429
ENSG00000068078	79	44	122
ENSG00000068078	115	1949	4280
ENSG00000068078	123	308	881
ENSG00000068078	125	9	288
ENSG00000068078	132	6	421
ENSG00000159398	31	3	3
ENSG00000105227	31	2	2
ENSG00000013583	78	1	32
ENSG00000125409	31	2	2
ENSG00000182264	31	1	1
ENSG00000142765	31	1	1
ENSG00000113916	5	1	23
ENSG00000113916	31	1	1
ENSG00000113916	65	2	200
ENSG00000120992	5	1	22
ENSG00000130592	9	1	3
ENSG00000148426	5	1	22
ENSG00000136997	5	1	500
ENSG00000136997	31	1	23
ENSG00000136997	65	2	351
ENSG00000136997	135	1	41
ENSG00000221961	31	1	1
ENSG00000181396	31	1	1
ENSG00000081818	31	1	1
ENSG00000174951	31	1	1
ENSG00000113749	31	1	1
ENSG00000137845	123	2	12
ENSG00000221986	5	1	22
ENSG00000221986	31	1	1
ENSG00000221986	135	1	23
ENSG00000054118	31	5	5
ENSG00000054118	65	1	11
ENSG00000172037	31	3	3
ENSG00000105726	5	1	22
ENSG00000105726	9	2	17
ENSG00000105726	31	3	3
ENSG00000120332	5	1	22
ENSG00000120332	9	3	17
ENSG00000120332	14	2	7
ENSG00000120332	31	3	3
ENSG00000138814	31	1	1
ENSG00000138814	123	1	6
ENSG00000233816	31	1	1
ENSG00000134574	31	1	1
ENSG00000134574	75	2	412
ENSG00000172995	31	2	2
ENSG00000134243	31	1	1
ENSG00000145012	31	1	1
ENSG00000163808	31	1	1
ENSG00000142733	5	1	455
ENSG00000142733	31	1	26
ENSG00000142733	65	3	225
ENSG00000142733	78	4	131
ENSG00000011028	5	1	22
ENSG00000011028	31	1	1
ENSG00000196458	31	2	2
ENSG00000151461	5	2	446
ENSG00000151461	31	1	1
ENSG00000145920	31	1	1
ENSG00000149300	31	1	1
ENSG00000188379	78	1	48
ENSG00000118873	5	1	22
ENSG00000074370	5	1	22
ENSG00000074370	31	3	3
ENSG00000074370	78	1	48
ENSG00000116745	31	1	1
ENSG00000150764	31	1	1
ENSG00000102174	31	2	2
ENSG00000102174	65	1	11
ENSG00000050405	31	1	1
ENSG00000100532	31	1	1
ENSG00000105552	31	1	1
ENSG00000133026	31	2	2
ENSG00000181896	31	2	2
ENSG00000169660	31	1	1
ENSG00000175809	65	1	11
ENSG00000175809	135	1	24
ENSG00000116141	5	2	455
ENSG00000116141	31	3	28
ENSG00000116141	65	1	37
ENSG00000116141	127	1	60
ENSG00000148110	31	2	2
ENSG00000116147	5	1	23
ENSG00000116147	31	4	4
ENSG00000116147	123	1	6
ENSG00000116147	135	5	117
ENSG00000164597	5	2	22
ENSG00000104375	31	1	26
ENSG00000104375	65	2	225
ENSG00000095787	9	1	14
ENSG00000095787	31	1	1
ENSG00000145901	5	1	22
ENSG00000145901	31	1	1
ENSG00000116990	2	1	1
ENSG00000116990	65	1	199
ENSG00000180269	31	2	2
ENSG00000185008	2	1	1
ENSG00000185008	9	1	4
ENSG00000185008	31	1	1
ENSG00000185008	65	5	188
ENSG00000105708	31	3	3
ENSG00000157343	31	1	1
ENSG00000127663	65	1	11
ENSG00000005436	5	1	22
ENSG00000005436	31	1	1
ENSG00000063660	78	1	48
ENSG00000169347	31	3	3
ENSG00000158683	31	7	7
ENSG00000158683	78	1	32
ENSG00000204290	5	1	22
ENSG00000119979	31	1	1
ENSG00000143466	5	1	32
ENSG00000143466	31	3	29
ENSG00000143466	65	1	236
ENSG00000143466	123	2	12
ENSG00000113810	31	1	1
ENSG00000113810	78	1	57
ENSG00000113209	31	2	2
ENSG00000153064	31	2	2
ENSG00000184735	9	1	3
ENSG00000184735	75	1	208
ENSG00000165383	31	1	1
ENSG00000165383	135	1	23
ENSG00000158445	135	1	23
ENSG00000160505	31	5	5
ENSG00000160505	65	3	12
ENSG00000160505	75	1	101
ENSG00000160505	135	1	24
ENSG00000172009	5	1	22
ENSG00000172009	31	2	2
ENSG00000126746	5	3	448
ENSG00000126746	75	1	101
ENSG00000124212	31	1	1
ENSG00000132470	65	4	12
ENSG00000165186	31	4	4
ENSG00000165186	75	1	5
ENSG00000124743	31	1	1
ENSG00000159461	78	2	48
ENSG00000198681	5	7	451
ENSG00000198681	31	1	1
ENSG00000198681	65	1	11
ENSG00000198681	78	1	57
ENSG00000164744	5	1	446
ENSG00000197299	31	3	3
ENSG00000063587	31	1	1
ENSG00000082213	31	2	2
ENSG00000108559	75	1	101
ENSG00000150773	31	1	1
ENSG00000158470	31	1	1
ENSG00000219607	75	2	101
ENSG00000102271	5	1	23
ENSG00000102271	31	2	2
ENSG00000102271	65	1	11
ENSG00000102271	78	1	21
ENSG00000134575	31	1	1
ENSG00000139154	31	1	1
ENSG00000143369	31	2	2
ENSG00000009694	9	2	18
ENSG00000009694	31	11	11
ENSG00000009694	32	1	3
ENSG00000009694	65	1	11
ENSG00000009694	78	4	57
ENSG00000009694	123	1	6
ENSG00000009694	135	2	24
ENSG00000010810	5	1	52
ENSG00000010810	65	4	226
ENSG00000010810	123	1	6
ENSG00000147697	31	2	2
ENSG00000132718	31	1	1
ENSG00000075413	5	2	32
ENSG00000188976	31	1	1
ENSG00000188976	123	1	1
ENSG00000150776	31	1	1
ENSG00000150776	78	2	49
ENSG00000197919	31	2	2
ENSG00000197093	31	3	3
ENSG00000151239	127	1	60
ENSG00000143028	31	1	1
ENSG00000165633	2	1	1
ENSG00000165633	9	1	14
ENSG00000173572	31	3	3
ENSG00000173572	65	1	12
ENSG00000173572	123	2	6
ENSG00000173572	135	1	24
ENSG00000145391	5	1	22
ENSG00000145391	31	1	1
ENSG00000167771	31	1	1
ENSG00000134086	5	2	2
ENSG00000134086	9	13	163
ENSG00000134086	18	1	44
ENSG00000134086	20	24	104
ENSG00000134086	61	1	30
ENSG00000134086	65	2	557
ENSG00000134086	75	1269	3218
ENSG00000134086	100	4	55
ENSG00000134086	122	14	190
ENSG00000134086	135	5	166
ENSG00000134086	147	1	21
ENSG00000147183	31	3	3
ENSG00000095739	5	4	450
ENSG00000176204	31	1	1
ENSG00000176204	135	3	25
ENSG00000104321	31	4	4
ENSG00000104321	65	1	11
ENSG00000104321	75	1	101
ENSG00000162650	31	2	2
ENSG00000184635	135	1	23
ENSG00000153779	31	1	1
ENSG00000137269	31	1	1
ENSG00000161031	31	3	3
ENSG00000125124	31	1	1
ENSG00000173065	31	1	1
ENSG00000179709	9	1	4
ENSG00000179709	31	4	4
ENSG00000179709	75	1	106
ENSG00000179709	78	4	66
ENSG00000179709	123	2	12
ENSG00000144063	31	1	1
ENSG00000110975	31	1	1
ENSG00000102977	135	1	24
ENSG00000213988	31	1	1
ENSG00000162888	5	1	1
ENSG00000136653	31	1	1
ENSG00000160460	5	1	22
ENSG00000160460	31	3	3
ENSG00000077782	5	5	474
ENSG00000077782	31	1	27
ENSG00000077782	65	5	276
ENSG00000077782	78	1	92
ENSG00000099810	5	1	447
ENSG00000130707	31	1	1
ENSG00000073282	31	2	2
ENSG00000073282	65	4	199
ENSG00000073282	123	2	7
ENSG00000113212	5	1	22
ENSG00000113212	31	3	3
ENSG00000168916	31	2	2
ENSG00000168916	65	1	11
ENSG00000168916	123	3	7
ENSG00000197818	31	1	1
ENSG00000171487	31	3	3
ENSG00000171487	75	1	101
ENSG00000171487	123	2	6
ENSG00000143382	31	1	1
ENSG00000116584	31	1	1
ENSG00000142409	135	1	23
ENSG00000171954	135	1	23
ENSG00000110841	75	1	101
ENSG00000110841	123	1	6
ENSG00000156486	31	1	1
ENSG00000174740	31	1	1
ENSG00000174740	65	1	11
ENSG00000174740	135	1	24
ENSG00000161594	5	1	23
ENSG00000161594	31	1	1
ENSG00000161594	65	1	11
ENSG00000161594	78	1	20
ENSG00000198354	9	1	1
ENSG00000198354	31	1	1
ENSG00000198354	65	2	12
ENSG00000198354	135	1	24
ENSG00000117834	31	3	3
ENSG00000146842	9	1	3
ENSG00000146842	31	2	2
ENSG00000172023	5	1	22
ENSG00000165091	31	1	1
ENSG00000163810	31	1	1
ENSG00000140564	5	4	448
ENSG00000158555	31	1	1
ENSG00000005238	31	1	1
ENSG00000008517	135	1	23
ENSG00000033122	2	1	1
ENSG00000033122	5	2	22
ENSG00000033122	31	8	8
ENSG00000033122	78	2	48
ENSG00000161973	31	1	1
ENSG00000123411	31	1	1
ENSG00000102290	9	2	18
ENSG00000144061	31	2	2
ENSG00000104237	31	4	4
ENSG00000104237	135	1	23
ENSG00000182674	5	1	22
ENSG00000182674	9	1	4
ENSG00000182674	31	1	1
ENSG00000182674	135	1	23
ENSG00000146147	31	8	8
ENSG00000175548	31	2	2
ENSG00000204161	65	1	1
ENSG00000213420	78	1	48
ENSG00000213420	135	1	23
ENSG00000188157	5	2	23
ENSG00000188157	78	1	32
ENSG00000084444	5	2	23
ENSG00000084444	123	1	1
ENSG00000197442	31	2	28
ENSG00000144504	5	1	22
ENSG00000183605	31	1	1
ENSG00000132780	31	1	1
ENSG00000198722	9	1	14
ENSG00000198722	31	3	3
ENSG00000177352	31	1	1
ENSG00000131473	5	1	24
ENSG00000131473	31	2	2
ENSG00000198889	123	3	7
ENSG00000147601	31	1	1
ENSG00000147601	65	1	12
ENSG00000147601	123	1	6
ENSG00000108424	31	1	1
ENSG00000108424	135	1	24
ENSG00000183479	9	1	5
ENSG00000170242	31	1	1
ENSG00000170242	123	1	6
ENSG00000102981	31	1	1
ENSG00000172209	31	1	1
ENSG00000096063	31	1	27
ENSG00000132122	31	1	1
ENSG00000066032	65	3	11
ENSG00000066032	78	1	41
ENSG00000066032	135	4	117
ENSG00000237440	31	1	1
ENSG00000066923	31	3	3
ENSG00000066923	65	1	12
ENSG00000066923	75	1	412
ENSG00000066923	123	2	7
ENSG00000123165	5	2	23
ENSG00000123165	31	2	2
ENSG00000164920	5	1	1
ENSG00000085871	31	1	1
ENSG00000090530	31	1	1
ENSG00000090530	78	3	49
ENSG00000170921	31	2	2
ENSG00000197321	31	5	5
ENSG00000168389	31	1	1
ENSG00000168389	135	1	23
ENSG00000127328	31	1	1
ENSG00000181754	31	1	1
ENSG00000181754	78	1	32
ENSG00000128923	5	1	22
ENSG00000133401	5	4	446
ENSG00000133401	9	1	12
ENSG00000133401	31	2	2
ENSG00000126091	31	3	3
ENSG00000156097	5	2	23
ENSG00000214193	135	1	23
ENSG00000173166	5	2	448
ENSG00000173166	31	3	3
ENSG00000173166	78	2	57
ENSG00000161813	31	1	1
ENSG00000147889	2	91	658
ENSG00000147889	5	379	2094
ENSG00000147889	9	11	204
ENSG00000147889	14	1	10
ENSG00000147889	18	25	176
ENSG00000147889	20	34	396
ENSG00000147889	25	15	117
ENSG00000147889	31	76	743
ENSG00000147889	32	137	601
ENSG00000147889	35	1	3
ENSG00000147889	51	645	4206
ENSG00000147889	59	4	141
ENSG00000147889	60	231	1248
ENSG00000147889	65	319	2157
ENSG00000147889	67	7	26
ENSG00000147889	71	29	425
ENSG00000147889	75	39	386
ENSG00000147889	78	46	1003
ENSG00000147889	79	86	465
ENSG00000147889	97	18	190
ENSG00000147889	100	13	235
ENSG00000147889	103	22	70
ENSG00000147889	104	106	669
ENSG00000147889	114	11	99
ENSG00000147889	115	204	1278
ENSG00000147889	122	6	76
ENSG00000147889	123	371	1464
ENSG00000147889	125	11	280
ENSG00000147889	127	54	642
ENSG00000147889	132	23	270
ENSG00000147889	135	239	759
ENSG00000147889	143	8	43
ENSG00000147889	146	50	520
ENSG00000147889	147	96	237
ENSG00000147889	153	4	33
ENSG00000147889	155	1	36
ENSG00000143486	31	1	1
ENSG00000164532	5	1	22
ENSG00000196963	31	1	1
ENSG00000196963	135	1	23
ENSG00000197728	78	1	32
ENSG00000169344	31	1	1
ENSG00000182511	65	2	225
ENSG00000164746	31	1	1
ENSG00000104938	135	1	23
ENSG00000105426	5	1	23
ENSG00000105426	9	1	26
ENSG00000105426	14	1	16
ENSG00000105426	31	1	1
ENSG00000102891	31	1	1
ENSG00000139117	135	1	23
ENSG00000186526	9	1	3
ENSG00000158480	5	1	22
ENSG00000151552	31	1	1
ENSG00000149294	31	1	1
ENSG00000050165	78	1	57
ENSG00000206579	135	2	24
ENSG00000105559	5	1	23
ENSG00000105559	31	1	1
ENSG00000105559	123	1	6
ENSG00000204287	31	1	1
ENSG00000163347	65	1	1
ENSG00000123569	31	1	1
ENSG00000196782	31	1	1
ENSG00000186094	31	1	1
ENSG00000186094	78	1	32
ENSG00000137776	31	1	1
ENSG00000181192	5	1	446
ENSG00000181192	31	1	1
ENSG00000172006	31	1	1
ENSG00000113946	31	1	1
ENSG00000149257	31	2	2
ENSG00000175206	5	1	22
ENSG00000175206	31	1	1
ENSG00000139767	31	2	2
ENSG00000065135	31	1	1
ENSG00000173421	31	1	1
ENSG00000173421	75	1	1
ENSG00000120937	31	2	2
ENSG00000025434	31	2	2
ENSG00000025434	65	1	11
ENSG00000101812	31	1	1
ENSG00000134070	65	5	275
ENSG00000134070	78	3	39
ENSG00000151240	9	1	14
ENSG00000151240	31	2	2
ENSG00000151240	78	4	48
ENSG00000065361	5	2	456
ENSG00000065361	31	1	26
ENSG00000065361	65	3	225
ENSG00000065361	123	2	7
ENSG00000065361	127	1	20
ENSG00000124226	5	1	22
ENSG00000124226	31	1	1
ENSG00000116685	31	1	1
ENSG00000008283	31	1	1
ENSG00000148120	31	1	1
ENSG00000157014	135	2	24
ENSG00000158195	31	1	1
ENSG00000158195	123	2	7
ENSG00000102038	31	3	3
ENSG00000102038	123	2	12
ENSG00000184613	5	1	446
ENSG00000152137	5	1	53
ENSG00000158516	31	1	1
ENSG00000126705	5	1	22
ENSG00000198873	65	2	225
ENSG00000186300	31	1	1
ENSG00000065615	78	2	48
ENSG00000164307	31	1	1
ENSG00000164307	135	1	23
ENSG00000120324	31	1	1
ENSG00000162571	9	1	14
ENSG00000155324	5	1	22
ENSG00000197213	31	1	1
ENSG00000123130	31	2	2
ENSG00000123130	135	1	25
ENSG00000168924	5	1	22
ENSG00000000938	123	1	6
ENSG00000109118	31	1	1
ENSG00000186529	31	3	3
ENSG00000141562	123	1	6
ENSG00000147883	65	1	199
ENSG00000132549	5	2	23
ENSG00000132549	31	7	7
ENSG00000132549	65	3	12
ENSG00000132549	75	1	101
ENSG00000132549	78	1	57
ENSG00000132549	123	4	8
ENSG00000132549	135	2	25
ENSG00000135315	31	1	1
ENSG00000197124	31	1	1
ENSG00000197124	135	1	23
ENSG00000065665	31	1	1
ENSG00000124216	31	1	1
ENSG00000131848	9	1	4
ENSG00000131848	31	1	1
ENSG00000169896	75	1	101
ENSG00000109320	31	2	2
ENSG00000109320	78	2	57
ENSG00000083444	31	2	2
ENSG00000083444	78	1	48
ENSG00000063015	5	1	22
ENSG00000063015	9	1	3
ENSG00000087074	65	1	11
ENSG00000157450	31	2	2
ENSG00000169855	9	2	17
ENSG00000141506	5	1	448
ENSG00000141506	9	1	4
ENSG00000172572	31	3	3
ENSG00000160803	135	1	23
ENSG00000162951	31	3	3
ENSG00000157017	31	1	1
ENSG00000169679	31	1	27
ENSG00000169679	65	1	237
ENSG00000169679	75	1	129
ENSG00000169340	9	1	4
ENSG00000143420	5	1	22
ENSG00000183549	31	2	2
ENSG00000168439	2	1	1
ENSG00000168439	31	2	2
ENSG00000109685	31	3	3
ENSG00000109685	65	1	11
ENSG00000109685	123	2	7
ENSG00000109685	135	1	24
ENSG00000183747	78	1	32
ENSG00000112763	31	1	1
ENSG00000116991	5	2	23
ENSG00000116991	31	2	2
ENSG00000116991	135	1	23
ENSG00000182230	31	1	1
ENSG00000034713	31	1	1
ENSG00000078808	9	1	14
ENSG00000189030	31	1	1
ENSG00000133962	31	1	1
ENSG00000133962	78	2	32
ENSG00000153317	31	4	4
ENSG00000124491	5	1	446
ENSG00000124491	31	2	2
ENSG00000124491	135	1	23
ENSG00000205364	31	1	1
ENSG00000160410	31	1	1
ENSG00000160410	135	1	23
ENSG00000149292	5	1	22
ENSG00000149292	135	2	24
ENSG00000111652	31	1	1
ENSG00000113384	31	1	1
ENSG00000212916	31	1	1
ENSG00000108561	31	1	1
ENSG00000179526	31	1	1
ENSG00000186204	5	2	22
ENSG00000186204	31	2	2
ENSG00000183273	31	2	2
ENSG00000065457	31	1	1
ENSG00000115423	5	1	23
ENSG00000159588	31	1	1
ENSG00000135778	31	1	1
ENSG00000123575	31	1	1
ENSG00000104804	31	1	1
ENSG00000104804	75	1	1
ENSG00000150712	31	1	1
ENSG00000116337	31	2	2
ENSG00000116337	78	1	57
ENSG00000166391	31	2	2
ENSG00000135749	5	1	22
ENSG00000135749	135	1	23
ENSG00000136630	31	2	2
ENSG00000182747	5	1	22
ENSG00000182747	31	1	1
ENSG00000186310	31	1	1
ENSG00000186310	123	1	6
ENSG00000116117	31	1	1
ENSG00000116117	78	1	32
ENSG00000066557	31	1	1
ENSG00000214026	9	2	16
ENSG00000214026	31	1	1
ENSG00000128274	5	1	22
ENSG00000197479	31	2	2
ENSG00000176399	9	1	14
ENSG00000116754	31	1	1
ENSG00000016402	31	2	2
ENSG00000131236	31	1	1
ENSG00000123576	31	1	1
ENSG00000180008	31	1	1
ENSG00000180008	75	1	412
ENSG00000107105	5	1	446
ENSG00000107105	31	2	2
ENSG00000095539	78	1	48
ENSG00000122557	31	3	3
ENSG00000114316	31	2	2
ENSG00000114316	115	1	2
ENSG00000112053	31	2	2
ENSG00000189108	31	1	1
ENSG00000189108	78	2	57
ENSG00000153132	31	2	2
ENSG00000160789	31	2	2
ENSG00000170209	31	1	27
ENSG00000170209	65	5	275
ENSG00000170209	78	1	92
ENSG00000242247	78	1	48
ENSG00000143512	31	1	1
ENSG00000171853	31	2	2
ENSG00000171853	78	1	48
ENSG00000171853	135	1	23
ENSG00000116183	5	5	447
ENSG00000116183	31	7	7
ENSG00000116183	65	1	1
ENSG00000116183	78	1	32
ENSG00000171942	5	1	22
ENSG00000171942	31	1	1
ENSG00000116688	31	1	1
ENSG00000137251	5	1	22
ENSG00000137251	31	3	3
ENSG00000149781	31	1	1
ENSG00000221926	31	2	2
ENSG00000221926	123	1	6
ENSG00000143479	5	1	31
ENSG00000143479	127	1	20
ENSG00000149295	135	1	23
ENSG00000198853	31	1	1
ENSG00000112837	31	2	2
ENSG00000112837	65	1	1
ENSG00000112837	135	2	24
ENSG00000109323	31	1	1
ENSG00000124557	31	1	1
ENSG00000130182	31	1	1
ENSG00000151789	9	2	16
ENSG00000151789	31	1	1
ENSG00000122966	31	6	31
ENSG00000122966	65	1	87
ENSG00000122966	78	1	36
ENSG00000122966	115	1	2
ENSG00000122966	123	1	6
ENSG00000139116	31	4	4
ENSG00000139116	65	1	1
ENSG00000139116	135	1	23
ENSG00000142459	31	1	1
ENSG00000135318	5	1	22
ENSG00000135318	31	3	3
ENSG00000168259	31	1	1
ENSG00000169251	31	1	1
ENSG00000137574	31	1	1
ENSG00000137574	65	1	11
ENSG00000137574	78	1	20
ENSG00000065427	31	2	2
ENSG00000126709	31	1	1
ENSG00000075790	14	1	7
ENSG00000075790	31	1	1
ENSG00000151923	31	1	1
ENSG00000058091	31	1	26
ENSG00000058091	65	3	225
ENSG00000066084	31	4	4
ENSG00000066084	78	1	11
ENSG00000066084	135	1	23
ENSG00000152092	5	2	106
ENSG00000152092	9	1	2
ENSG00000152092	31	6	6
ENSG00000152092	65	1	11
ENSG00000152092	123	1	6
ENSG00000147202	31	3	3
ENSG00000147202	65	1	11
ENSG00000164904	31	1	1
ENSG00000164904	75	2	101
ENSG00000198382	65	2	12
ENSG00000198382	123	4	8
ENSG00000188729	135	1	23
ENSG00000165092	31	3	3
ENSG00000165092	65	1	11
ENSG00000159111	31	1	1
ENSG00000196547	9	1	12
ENSG00000196547	14	1	7
ENSG00000196547	31	1	1
ENSG00000154305	5	1	23
ENSG00000154305	31	4	4
ENSG00000188763	5	1	447
ENSG00000165609	31	1	1
ENSG00000165609	135	1	23
ENSG00000198624	31	2	2
ENSG00000157483	5	3	446
ENSG00000139155	31	5	5
ENSG00000139155	135	1	23
ENSG00000142327	9	1	14
ENSG00000142327	123	1	1
ENSG00000105750	5	1	446
ENSG00000225830	9	1	14
ENSG00000225830	14	1	9
ENSG00000225830	31	2	2
ENSG00000225830	65	1	12
ENSG00000225830	78	5	60
ENSG00000141294	31	1	1
ENSG00000090402	31	7	7
ENSG00000090402	135	1	23
ENSG00000166682	31	1	1
ENSG00000167244	5	1	446
ENSG00000135127	31	2	2
ENSG00000135750	5	1	22
ENSG00000087088	5	1	448
ENSG00000087088	65	1	211
ENSG00000087088	123	2	12
ENSG00000187607	5	1	22
ENSG00000133149	31	2	2
ENSG00000110514	5	2	447
ENSG00000110514	31	5	5
ENSG00000110514	123	3	7
ENSG00000186854	31	1	1
ENSG00000018869	14	1	7
ENSG00000018869	31	3	3
ENSG00000141295	31	1	1
ENSG00000159640	31	2	2
ENSG00000159640	135	1	23
ENSG00000114279	31	1	1
ENSG00000114279	135	1	23
ENSG00000254087	5	1	455
ENSG00000254087	31	1	27
ENSG00000254087	78	1	92
ENSG00000171017	65	1	1
ENSG00000171017	135	1	23
ENSG00000141098	31	2	2
ENSG00000141084	31	1	1
ENSG00000121871	31	6	6
ENSG00000121871	135	1	23
ENSG00000107929	5	1	22
ENSG00000107929	31	2	2
ENSG00000118257	5	1	22
ENSG00000118257	31	1	1
ENSG00000198797	31	2	2
ENSG00000086827	5	1	23
ENSG00000076984	5	2	455
ENSG00000076984	9	6	43
ENSG00000076984	14	1	7
ENSG00000172519	31	1	1
ENSG00000066813	5	1	22
ENSG00000066813	31	1	1
ENSG00000105428	9	2	16
ENSG00000198440	31	1	1
ENSG00000047662	5	1	1
ENSG00000114200	31	3	3
ENSG00000114200	135	1	23
ENSG00000142330	9	2	26
ENSG00000142330	31	3	3
ENSG00000142330	65	1	1
ENSG00000162374	31	1	1
ENSG00000162374	135	1	23
ENSG00000163257	31	1	1
ENSG00000048028	9	1	6
ENSG00000048028	31	1	1
ENSG00000048028	75	1	101
ENSG00000048028	78	2	43
ENSG00000143457	31	1	1
ENSG00000120328	31	1	1
ENSG00000166848	5	1	23
ENSG00000197702	78	3	14
ENSG00000085741	123	1	6
ENSG00000233276	9	1	3
ENSG00000179869	5	4	447
ENSG00000179869	31	5	5
ENSG00000179869	123	1	1
ENSG00000123572	5	1	32
ENSG00000123572	9	1	37
ENSG00000123572	31	3	28
ENSG00000123572	65	2	236
ENSG00000123572	78	8	126
ENSG00000137413	31	1	1
ENSG00000174010	31	1	1
ENSG00000174010	78	1	20
