GENEID	TOPOID	FOUND	STUDIED
ENSG00000174775	18	153	3877
ENSG00000174775	20	28	479
ENSG00000174775	32	6	174
ENSG00000174775	35	10	300
ENSG00000174775	51	9	3084
ENSG00000174775	60	2	166
ENSG00000174775	61	5	136
ENSG00000174775	65	9	2047
ENSG00000174775	67	4	31
ENSG00000174775	71	2	184
ENSG00000174775	75	1	276
ENSG00000174775	78	6	589
ENSG00000174775	79	50	394
ENSG00000174775	100	4	293
ENSG00000174775	103	3	14
ENSG00000174775	104	8	113
ENSG00000174775	115	165	1707
ENSG00000174775	122	1	137
ENSG00000174775	123	125	2073
ENSG00000174775	125	29	505
ENSG00000174775	127	14	404
ENSG00000174775	132	23	270
ENSG00000174775	147	1	1
ENSG00000107020	31	1	1
ENSG00000116898	31	1	1
ENSG00000064601	31	1	1
ENSG00000173163	31	1	1
ENSG00000156222	31	1	1
ENSG00000106443	75	2	413
ENSG00000106443	123	1	6
ENSG00000216671	135	1	22
ENSG00000161939	9	1	12
ENSG00000107262	31	1	1
ENSG00000165124	31	7	7
ENSG00000174938	31	1	1
ENSG00000186532	75	2	102
ENSG00000250990	5	1	22
ENSG00000250990	31	1	1
ENSG00000082701	65	2	225
ENSG00000122778	135	1	23
ENSG00000119535	5	2	446
ENSG00000119535	31	1	1
ENSG00000117408	5	1	23
ENSG00000120217	5	2	24
ENSG00000120217	65	2	23
ENSG00000168303	78	1	48
ENSG00000130150	65	1	11
ENSG00000119771	31	1	1
ENSG00000119771	65	1	1
ENSG00000163637	31	4	4
ENSG00000055118	31	1	1
ENSG00000055118	123	1	1
ENSG00000164114	5	1	22
ENSG00000164114	31	1	1
ENSG00000085872	31	2	2
ENSG00000175600	31	2	2
ENSG00000164151	5	1	23
ENSG00000164151	31	1	1
ENSG00000170340	31	1	1
ENSG00000133863	31	3	3
ENSG00000163638	31	2	2
ENSG00000163638	115	1	2
ENSG00000233412	31	1	1
ENSG00000187790	31	2	2
ENSG00000187790	78	1	32
ENSG00000061337	31	1	1
ENSG00000133398	31	1	1
ENSG00000166747	31	2	2
ENSG00000161940	123	1	6
ENSG00000179115	31	1	1
ENSG00000123106	5	1	22
ENSG00000073417	31	2	2
ENSG00000073417	135	1	23
ENSG00000138029	31	1	1
ENSG00000138029	78	1	48
ENSG00000121905	31	1	1
ENSG00000112992	5	1	22
ENSG00000112992	31	2	2
ENSG00000175697	31	1	1
ENSG00000204248	31	3	3
ENSG00000204248	123	1	1
ENSG00000164111	31	1	1
ENSG00000156959	31	2	2
ENSG00000183091	5	1	22
ENSG00000183091	9	4	16
ENSG00000183091	14	1	7
ENSG00000183091	31	8	8
ENSG00000183091	78	3	32
ENSG00000183091	123	1	1
ENSG00000183091	135	1	23
ENSG00000171241	31	1	1
ENSG00000171241	78	1	48
ENSG00000108963	135	1	2
ENSG00000144821	5	2	22
ENSG00000144821	31	5	5
ENSG00000111716	31	1	1
ENSG00000111716	78	2	57
ENSG00000154556	31	1	1
ENSG00000118520	31	1	1
ENSG00000131381	123	1	1
ENSG00000086065	31	1	1
ENSG00000095637	78	1	48
ENSG00000172840	31	1	1
ENSG00000227471	31	1	1
ENSG00000182372	5	1	22
ENSG00000182372	31	1	1
ENSG00000100433	31	2	2
ENSG00000100433	135	1	23
ENSG00000158258	5	1	22
ENSG00000158258	9	2	14
ENSG00000158258	123	1	1
ENSG00000158258	135	1	23
ENSG00000100979	31	1	1
ENSG00000164867	5	5	447
ENSG00000164867	9	2	14
ENSG00000081479	5	4	22
ENSG00000081479	9	2	14
ENSG00000081479	14	1	9
ENSG00000081479	31	13	13
ENSG00000081479	75	2	2
ENSG00000081479	135	1	23
ENSG00000112419	31	2	2
ENSG00000117013	5	1	22
ENSG00000161011	31	1	1
ENSG00000132768	31	1	1
ENSG00000115816	135	1	23
ENSG00000037474	31	1	1
ENSG00000086102	31	1	1
ENSG00000166589	31	2	2
ENSG00000184350	9	1	6
ENSG00000184350	31	1	1
ENSG00000165392	9	1	14
ENSG00000165392	31	2	2
ENSG00000165392	75	2	412
ENSG00000104112	31	1	1
ENSG00000197992	31	1	1
ENSG00000165192	78	3	66
ENSG00000165192	123	2	12
ENSG00000115504	31	1	1
ENSG00000115504	78	1	48
ENSG00000135605	31	1	26
ENSG00000135605	65	4	275
ENSG00000099219	31	1	1
ENSG00000106100	31	1	1
ENSG00000174327	31	1	1
ENSG00000105650	5	1	22
ENSG00000105650	31	2	2
ENSG00000003509	5	1	22
ENSG00000124693	31	2	2
ENSG00000127526	31	1	1
ENSG00000186416	5	1	24
ENSG00000186416	31	1	1
ENSG00000147118	31	2	2
ENSG00000147118	65	1	11
ENSG00000149930	31	1	26
ENSG00000187867	135	1	22
ENSG00000171811	135	1	23
ENSG00000117410	78	1	48
ENSG00000074755	31	1	1
ENSG00000074755	135	1	23
ENSG00000112541	31	3	3
ENSG00000174326	31	1	1
ENSG00000168283	31	1	1
ENSG00000173567	31	4	4
ENSG00000230301	9	1	12
ENSG00000230301	123	1	1
ENSG00000128872	31	2	2
ENSG00000150048	5	1	22
ENSG00000150048	31	1	1
ENSG00000165496	31	1	1
ENSG00000185324	31	1	27
ENSG00000197938	31	3	3
ENSG00000096433	5	5	447
ENSG00000096433	31	3	3
ENSG00000096433	65	1	11
ENSG00000096433	75	1	101
ENSG00000155890	5	1	23
ENSG00000155890	32	1	3
ENSG00000155890	65	2	11
ENSG00000155890	78	1	20
ENSG00000155890	123	1	6
ENSG00000153002	5	1	22
ENSG00000153002	31	1	1
ENSG00000107187	123	1	1
ENSG00000151276	75	2	197
ENSG00000151276	135	1	24
ENSG00000154743	5	1	22
ENSG00000105514	31	2	2
ENSG00000140694	31	2	2
ENSG00000147162	31	3	3
ENSG00000147162	75	1	6
ENSG00000147162	135	1	24
ENSG00000125354	75	1	417
ENSG00000112941	31	1	1
ENSG00000239900	31	1	1
ENSG00000196098	5	1	22
ENSG00000165197	5	1	23
ENSG00000165197	31	1	1
ENSG00000165197	78	1	20
ENSG00000163507	5	1	22
ENSG00000163507	31	2	2
ENSG00000058404	9	1	32
ENSG00000058404	31	1	27
ENSG00000072062	65	1	225
ENSG00000070019	31	4	30
ENSG00000070019	123	1	6
ENSG00000104728	9	1	12
ENSG00000138399	31	4	4
ENSG00000155093	9	1	14
ENSG00000155093	31	4	4
ENSG00000155093	147	1	1
ENSG00000087842	31	1	1
ENSG00000105085	31	2	2
ENSG00000232382	9	1	12
ENSG00000116005	5	1	22
ENSG00000119778	5	1	22
ENSG00000138594	31	1	1
ENSG00000042317	31	1	1
ENSG00000179218	31	1	1
ENSG00000091651	65	1	12
ENSG00000231861	31	2	2
ENSG00000139915	9	1	5
ENSG00000139915	31	3	3
ENSG00000139915	135	1	23
ENSG00000196532	31	1	1
ENSG00000069431	31	4	4
ENSG00000183354	5	1	22
ENSG00000183354	31	2	2
ENSG00000163430	5	1	22
ENSG00000163751	78	1	48
ENSG00000163629	31	4	4
ENSG00000163629	75	1	101
ENSG00000163629	78	1	20
ENSG00000146904	31	3	29
ENSG00000146904	65	1	225
ENSG00000146904	78	1	92
ENSG00000149927	31	2	2
ENSG00000169071	5	5	455
ENSG00000169071	9	2	123
ENSG00000169071	31	3	29
ENSG00000169071	65	6	225
ENSG00000112282	31	1	1
ENSG00000112282	75	1	1
ENSG00000172243	5	1	22
ENSG00000087502	31	1	1
ENSG00000167740	9	2	3
ENSG00000167740	31	1	1
ENSG00000140795	5	1	30
ENSG00000140795	9	1	14
ENSG00000140795	31	1	27
ENSG00000110171	5	2	447
ENSG00000110171	9	1	4
ENSG00000110171	31	1	1
ENSG00000110171	123	1	6
ENSG00000198026	31	1	1
ENSG00000117594	78	1	48
ENSG00000185515	14	1	7
ENSG00000185515	31	1	1
ENSG00000185515	65	9	38
ENSG00000165661	31	1	1
ENSG00000164116	5	3	24
ENSG00000164116	31	1	1
ENSG00000137040	31	3	3
ENSG00000163754	31	1	1
ENSG00000122641	31	1	1
ENSG00000122641	65	5	188
ENSG00000167311	31	1	1
ENSG00000147174	31	3	3
ENSG00000183401	31	1	1
ENSG00000115825	5	1	52
ENSG00000115825	31	1	27
ENSG00000115825	65	2	225
ENSG00000078295	31	5	5
ENSG00000078295	135	1	23
ENSG00000185722	31	2	2
ENSG00000090054	31	1	1
ENSG00000090054	78	1	48
ENSG00000221994	31	1	1
ENSG00000221994	65	1	11
ENSG00000221855	135	1	23
ENSG00000106571	5	1	447
ENSG00000106571	9	2	18
ENSG00000106571	31	2	2
ENSG00000106571	65	1	11
ENSG00000106571	75	1	101
ENSG00000106571	135	1	24
ENSG00000102010	31	2	28
ENSG00000102010	65	3	237
ENSG00000166123	31	1	1
ENSG00000133606	31	1	1
ENSG00000185522	135	1	23
ENSG00000069956	31	1	27
ENSG00000069956	65	3	225
ENSG00000072954	5	2	23
ENSG00000072954	31	1	1
ENSG00000170776	2	1	1
ENSG00000170776	5	3	26
ENSG00000170776	31	1	1
ENSG00000170776	75	4	202
ENSG00000170776	115	2	4
ENSG00000117411	31	1	1
ENSG00000145248	5	1	22
ENSG00000146918	31	1	1
ENSG00000146918	75	1	101
ENSG00000146918	78	1	41
ENSG00000131375	31	1	1
ENSG00000069966	65	1	12
ENSG00000148337	5	2	22
ENSG00000148337	31	2	2
ENSG00000186810	5	1	24
ENSG00000186810	31	2	2
ENSG00000048405	31	1	1
ENSG00000153721	31	2	2
ENSG00000153721	78	1	1
ENSG00000069345	65	1	11
ENSG00000075539	123	1	1
ENSG00000151694	75	1	203
ENSG00000138398	5	1	22
ENSG00000138398	31	2	2
ENSG00000145780	31	1	1
ENSG00000145780	78	2	49
ENSG00000179262	5	1	23
ENSG00000149925	65	1	11
ENSG00000188039	31	2	2
ENSG00000188039	135	2	2
ENSG00000077327	78	1	48
ENSG00000100359	31	2	2
ENSG00000080822	31	1	1
ENSG00000198919	5	1	22
ENSG00000198919	31	1	1
ENSG00000164588	31	1	1
ENSG00000154269	31	3	3
ENSG00000182389	31	2	2
ENSG00000009790	14	1	9
ENSG00000009790	31	1	1
ENSG00000163873	9	1	14
ENSG00000163873	31	3	3
ENSG00000163873	78	1	48
ENSG00000115507	135	2	24
ENSG00000100985	31	1	1
ENSG00000100985	135	1	24
ENSG00000083168	5	1	24
ENSG00000083168	31	3	3
ENSG00000083168	135	1	25
ENSG00000129636	5	1	22
ENSG00000129636	31	1	1
ENSG00000129749	31	1	1
ENSG00000163848	31	1	1
ENSG00000163848	135	1	23
ENSG00000161944	31	1	1
ENSG00000157856	31	1	1
ENSG00000066629	9	2	18
ENSG00000066629	31	1	1
ENSG00000066629	135	1	23
ENSG00000072071	5	1	22
ENSG00000072071	31	1	1
ENSG00000188877	31	1	1
ENSG00000164458	31	1	1
ENSG00000164458	135	1	23
ENSG00000197837	31	2	2
ENSG00000124140	5	1	22
ENSG00000124140	9	1	14
ENSG00000124140	31	2	2
ENSG00000110713	5	1	23
ENSG00000110713	31	1	1
ENSG00000110713	75	1	101
ENSG00000110713	78	4	57
ENSG00000110713	123	2	7
ENSG00000177374	9	1	12
ENSG00000059573	5	1	22
ENSG00000059573	135	1	23
ENSG00000143951	31	1	1
ENSG00000102893	9	1	2
ENSG00000102893	31	1	1
ENSG00000102893	78	1	48
ENSG00000196305	31	1	1
ENSG00000115145	31	1	1
ENSG00000165501	65	1	12
ENSG00000130518	31	2	2
ENSG00000134987	31	1	1
ENSG00000187266	31	1	1
ENSG00000151883	9	1	14
ENSG00000151883	31	1	1
ENSG00000242732	31	2	2
ENSG00000242732	123	1	6
ENSG00000042286	5	1	22
ENSG00000179271	31	1	1
ENSG00000172828	5	2	446
ENSG00000172828	31	3	3
ENSG00000128833	5	3	23
ENSG00000128833	9	2	17
ENSG00000128833	31	7	7
ENSG00000128833	123	1	1
ENSG00000115828	5	1	22
ENSG00000198610	31	1	1
ENSG00000157827	5	2	447
ENSG00000157827	31	1	1
ENSG00000187837	31	3	3
ENSG00000138385	135	1	23
ENSG00000179284	31	1	1
ENSG00000030304	5	1	455
ENSG00000030304	31	2	28
ENSG00000030304	65	2	225
ENSG00000115155	5	1	22
ENSG00000115155	31	3	3
ENSG00000115155	78	2	48
ENSG00000115155	135	1	23
ENSG00000145386	31	1	1
ENSG00000163874	31	2	2
ENSG00000172824	31	1	1
ENSG00000144550	31	2	2
ENSG00000105289	5	1	22
ENSG00000105289	31	1	1
ENSG00000106588	9	2	26
ENSG00000106588	31	1	1
ENSG00000126947	31	3	3
ENSG00000126947	135	1	24
ENSG00000179562	31	2	2
ENSG00000008441	78	1	41
ENSG00000205639	31	2	2
ENSG00000114520	5	1	23
ENSG00000114520	31	1	1
ENSG00000114520	78	2	22
ENSG00000070366	5	2	25
ENSG00000070366	65	2	23
ENSG00000070366	75	2	202
ENSG00000198818	5	1	446
ENSG00000140798	31	2	2
ENSG00000147854	9	2	20
ENSG00000132155	2	1	1
ENSG00000132155	31	1	26
ENSG00000132155	65	2	225
ENSG00000075340	31	2	2
ENSG00000075340	135	1	23
ENSG00000004059	31	1	1
ENSG00000161904	5	1	22
ENSG00000205517	31	1	1
ENSG00000179532	31	2	2
ENSG00000138185	31	3	3
ENSG00000197150	78	2	48
ENSG00000150867	31	1	1
ENSG00000150867	123	2	12
ENSG00000138382	5	1	22
ENSG00000186871	31	3	3
ENSG00000091831	5	2	446
ENSG00000177311	31	3	3
ENSG00000103429	31	1	1
ENSG00000117868	75	1	1
ENSG00000213079	31	1	1
ENSG00000187950	5	3	23
ENSG00000187950	9	1	12
ENSG00000187950	31	3	3
ENSG00000187950	135	3	115
ENSG00000178445	31	2	2
ENSG00000144741	135	1	22
ENSG00000138686	31	1	1
ENSG00000156983	5	1	22
ENSG00000156983	31	2	2
ENSG00000142920	31	2	2
ENSG00000115750	31	1	1
ENSG00000115750	78	1	11
ENSG00000115750	135	1	23
ENSG00000172493	78	1	57
ENSG00000196588	5	1	446
ENSG00000196588	31	2	2
ENSG00000061936	31	1	1
ENSG00000156521	9	1	12
ENSG00000176595	135	1	23
ENSG00000180658	31	1	1
ENSG00000163877	65	1	11
ENSG00000141505	5	1	22
ENSG00000141505	78	1	48
ENSG00000127511	31	2	2
ENSG00000221910	31	3	3
ENSG00000213215	31	1	1
ENSG00000196405	9	2	14
ENSG00000196405	31	1	1
ENSG00000197594	31	2	3
ENSG00000111726	31	1	1
ENSG00000111726	135	1	23
ENSG00000138741	31	2	2
ENSG00000123146	31	2	2
ENSG00000123146	78	1	32
ENSG00000129596	9	1	14
ENSG00000113369	31	1	1
ENSG00000113369	78	1	32
ENSG00000143839	5	1	446
ENSG00000106976	31	2	2
ENSG00000144909	31	3	3
ENSG00000144909	75	1	1
ENSG00000144909	78	1	48
ENSG00000182557	9	1	2
ENSG00000102401	31	1	1
ENSG00000102401	65	1	11
ENSG00000124160	5	1	23
ENSG00000124160	123	1	6
ENSG00000130234	31	3	3
ENSG00000060762	5	1	446
ENSG00000014641	75	4	508
ENSG00000163755	9	1	2
ENSG00000163755	31	5	5
ENSG00000036448	5	1	22
ENSG00000036448	31	4	4
ENSG00000144857	5	1	22
ENSG00000144857	31	3	3
ENSG00000144857	78	1	48
ENSG00000144857	135	1	23
ENSG00000152495	31	3	29
ENSG00000152495	65	2	87
ENSG00000101017	123	1	6
ENSG00000124275	31	1	1
ENSG00000173848	78	1	57
ENSG00000106328	31	1	1
ENSG00000135521	31	1	1
ENSG00000173391	31	1	1
ENSG00000144278	5	1	22
ENSG00000144278	31	2	2
ENSG00000144278	135	2	24
ENSG00000106105	31	1	1
ENSG00000115841	31	1	1
ENSG00000107077	31	1	2
ENSG00000131653	31	1	1
ENSG00000132535	31	1	1
ENSG00000132535	78	1	1
ENSG00000170498	31	1	1
ENSG00000104907	31	1	1
ENSG00000104907	135	1	23
ENSG00000100479	31	1	1
ENSG00000023843	31	2	2
ENSG00000155984	31	1	1
ENSG00000163879	9	1	14
ENSG00000163879	31	1	1
ENSG00000184867	31	6	6
ENSG00000221813	31	1	1
ENSG00000047457	31	1	1
ENSG00000197226	78	1	48
ENSG00000167721	31	1	1
ENSG00000175745	31	1	1
ENSG00000175745	65	1	11
ENSG00000175745	115	1	2
ENSG00000155962	9	1	14
ENSG00000155962	31	1	1
ENSG00000155962	123	1	6
ENSG00000117595	31	2	2
ENSG00000188649	31	1	1
ENSG00000221836	31	3	3
ENSG00000165271	31	2	2
ENSG00000007264	9	1	32
ENSG00000007264	31	1	26
ENSG00000007264	65	1	225
ENSG00000204231	31	3	3
ENSG00000162989	135	1	23
ENSG00000171798	31	1	1
ENSG00000070778	31	3	3
ENSG00000146426	31	3	3
ENSG00000146426	78	1	11
ENSG00000106113	31	1	1
ENSG00000071242	5	1	455
ENSG00000071242	9	1	32
ENSG00000071242	31	2	27
ENSG00000071242	65	2	226
ENSG00000071242	123	2	7
ENSG00000134697	5	1	22
ENSG00000134697	31	1	1
ENSG00000187796	65	1	12
ENSG00000187796	135	1	24
ENSG00000185247	31	2	2
ENSG00000153234	31	3	3
ENSG00000198003	31	1	1
ENSG00000149923	123	1	6
ENSG00000111728	31	3	3
ENSG00000198121	31	2	2
ENSG00000149922	31	1	1
ENSG00000149922	135	1	23
ENSG00000121270	5	1	22
ENSG00000121270	31	3	3
ENSG00000130513	5	1	447
ENSG00000149654	31	4	4
ENSG00000165806	31	1	1
ENSG00000144749	31	2	2
ENSG00000144749	123	1	6
ENSG00000147003	31	1	1
ENSG00000165874	31	1	1
ENSG00000163026	31	1	1
ENSG00000163026	78	1	48
ENSG00000163762	31	1	1
ENSG00000103512	31	1	1
ENSG00000164849	31	1	1
ENSG00000160111	9	2	12
ENSG00000160111	14	1	7
ENSG00000160111	31	4	4
ENSG00000160111	78	4	32
ENSG00000160111	135	1	23
ENSG00000080189	31	1	1
ENSG00000177169	5	1	455
ENSG00000177169	31	1	26
ENSG00000177169	65	1	37
ENSG00000146966	31	3	3
ENSG00000146966	78	1	32
ENSG00000126952	5	1	24
ENSG00000152672	31	5	5
ENSG00000153767	31	1	1
ENSG00000067955	78	1	57
ENSG00000198189	31	2	2
ENSG00000106331	31	1	1
ENSG00000116031	31	1	1
ENSG00000116031	65	1	1
ENSG00000183117	9	4	18
ENSG00000183117	14	1	7
ENSG00000183117	78	20	51
ENSG00000221858	5	1	22
ENSG00000221858	31	2	2
ENSG00000165685	31	1	1
ENSG00000084463	31	1	1
ENSG00000084463	65	1	1
ENSG00000017483	31	3	3
ENSG00000115159	31	1	1
ENSG00000107443	31	1	1
ENSG00000133704	5	1	23
ENSG00000133704	123	2	7
ENSG00000164211	31	1	1
ENSG00000125351	31	2	2
ENSG00000125351	75	1	6
ENSG00000117597	5	1	22
ENSG00000117597	31	1	1
ENSG00000166333	5	1	455
ENSG00000143850	31	2	2
ENSG00000143850	135	1	24
ENSG00000125352	78	2	41
ENSG00000100722	31	2	2
ENSG00000167110	31	1	1
ENSG00000079931	31	1	1
ENSG00000125149	31	1	1
ENSG00000196372	31	1	1
ENSG00000125356	9	1	14
ENSG00000132382	31	1	1
ENSG00000132382	123	1	1
ENSG00000187741	5	1	447
ENSG00000187741	31	2	2
ENSG00000187741	78	1	41
ENSG00000187741	123	1	6
ENSG00000072778	31	2	2
ENSG00000243896	31	1	1
ENSG00000104368	78	1	20
ENSG00000104368	123	1	6
ENSG00000136542	78	3	57
ENSG00000157884	31	1	1
ENSG00000102984	31	1	1
ENSG00000171872	31	1	1
ENSG00000160888	75	1	412
ENSG00000197535	5	1	22
ENSG00000197535	31	3	3
ENSG00000197157	31	2	2
ENSG00000136541	31	1	1
ENSG00000138688	5	1	23
ENSG00000138688	31	7	7
ENSG00000138688	135	1	23
ENSG00000145087	31	7	7
ENSG00000134317	135	1	23
ENSG00000111731	5	1	22
ENSG00000111731	9	1	4
ENSG00000111731	31	1	1
ENSG00000111731	78	1	32
ENSG00000164850	31	1	1
ENSG00000197119	31	1	1
ENSG00000143469	31	1	1
ENSG00000143469	123	1	1
ENSG00000166432	31	1	1
ENSG00000141837	9	2	12
ENSG00000171303	31	1	1
ENSG00000124493	31	1	1
ENSG00000197776	135	1	23
ENSG00000177853	31	1	1
ENSG00000018408	78	3	14
ENSG00000213199	5	1	22
ENSG00000213199	31	1	1
ENSG00000128482	31	2	2
ENSG00000114487	31	3	3
ENSG00000114487	78	2	13
ENSG00000182993	5	1	22
ENSG00000182993	31	1	1
ENSG00000109667	31	3	3
ENSG00000158615	31	1	1
ENSG00000158615	135	1	24
ENSG00000196470	31	1	1
ENSG00000115165	31	1	1
ENSG00000115165	75	1	1
ENSG00000206530	5	1	22
ENSG00000165516	31	1	1
ENSG00000145431	31	1	1
ENSG00000145431	65	1	1
ENSG00000133056	5	1	448
ENSG00000133056	65	3	210
ENSG00000167323	135	1	23
ENSG00000108021	5	1	22
ENSG00000108021	31	1	1
ENSG00000062598	31	1	1
ENSG00000163376	14	1	9
ENSG00000163376	31	2	2
ENSG00000163376	78	1	48
ENSG00000105655	31	1	1
ENSG00000105655	135	1	23
ENSG00000110888	5	1	23
ENSG00000110888	31	1	1
ENSG00000101882	31	2	2
ENSG00000153707	9	2	20
ENSG00000153707	14	1	9
ENSG00000153707	31	2	2
ENSG00000153707	65	10	199
ENSG00000153707	115	1	2
ENSG00000051341	31	4	4
ENSG00000051341	123	1	6
ENSG00000016082	5	2	446
ENSG00000016082	31	1	1
ENSG00000182149	31	1	1
ENSG00000112473	9	1	12
ENSG00000167325	123	1	6
ENSG00000196361	31	1	1
ENSG00000196361	78	1	11
ENSG00000178950	5	1	52
ENSG00000178950	65	2	225
ENSG00000082497	31	1	1
ENSG00000082497	135	1	23
ENSG00000123612	31	2	27
ENSG00000123612	65	2	275
ENSG00000113269	31	1	1
ENSG00000113269	65	2	11
ENSG00000127124	5	1	22
ENSG00000127124	9	1	4
ENSG00000127124	31	4	4
ENSG00000180817	78	1	48
ENSG00000054392	31	2	2
ENSG00000115085	31	1	27
ENSG00000115085	32	1	3
ENSG00000115085	65	3	226
ENSG00000169249	78	3	23
ENSG00000002746	31	7	7
ENSG00000002746	65	2	22
ENSG00000002746	78	4	29
ENSG00000002746	123	4	14
ENSG00000002746	135	1	25
ENSG00000177192	5	1	446
ENSG00000177192	78	1	48
ENSG00000163530	31	2	2
ENSG00000115170	31	2	28
ENSG00000115170	123	1	6
ENSG00000135636	31	3	3
ENSG00000135636	78	2	48
ENSG00000135636	135	1	23
ENSG00000171133	31	1	1
ENSG00000099331	78	1	32
ENSG00000172340	5	1	23
ENSG00000160445	31	1	1
ENSG00000204071	31	1	1
ENSG00000172578	31	1	1
ENSG00000147316	5	1	23
ENSG00000124279	31	2	2
ENSG00000124279	78	1	48
ENSG00000124279	135	1	23
ENSG00000090266	5	1	22
ENSG00000090266	31	1	1
ENSG00000168267	135	1	23
ENSG00000182685	5	1	22
ENSG00000146385	31	1	1
ENSG00000114796	31	1	1
ENSG00000105278	5	1	23
ENSG00000105278	135	1	23
ENSG00000146383	31	2	2
ENSG00000106410	31	1	1
ENSG00000167967	31	1	1
ENSG00000004975	75	1	102
ENSG00000171174	31	1	1
ENSG00000184515	32	1	3
ENSG00000128594	5	1	22
ENSG00000128594	9	1	6
ENSG00000128594	78	1	48
ENSG00000128594	135	1	23
ENSG00000134686	31	1	1
ENSG00000137073	31	3	4
ENSG00000140105	78	1	48
ENSG00000130159	31	1	1
ENSG00000164885	5	1	31
ENSG00000164885	65	1	225
ENSG00000183662	31	1	1
ENSG00000075568	5	2	24
ENSG00000075568	31	4	4
ENSG00000161905	31	1	1
ENSG00000161905	65	1	11
ENSG00000161905	123	1	6
ENSG00000204174	31	1	1
ENSG00000196511	31	2	2
ENSG00000146378	31	1	1
ENSG00000111341	31	1	1
ENSG00000144712	135	1	23
ENSG00000167112	31	1	1
ENSG00000183495	5	4	447
ENSG00000183495	31	3	3
ENSG00000183495	78	3	11
ENSG00000163872	9	1	12
ENSG00000163872	31	2	2
ENSG00000186103	31	1	1
ENSG00000186103	123	1	1
ENSG00000126010	31	3	3
ENSG00000204228	5	1	22
ENSG00000204228	78	1	48
ENSG00000112902	5	1	22
ENSG00000112902	31	1	1
ENSG00000163833	5	1	23
ENSG00000163833	31	2	2
ENSG00000163833	65	1	11
ENSG00000163833	78	1	41
ENSG00000244122	31	1	1
ENSG00000138722	31	4	4
ENSG00000158019	65	2	24
ENSG00000158019	75	2	202
ENSG00000169777	31	3	3
ENSG00000143473	5	1	22
ENSG00000143473	31	4	4
ENSG00000106344	31	2	2
ENSG00000047230	31	1	1
ENSG00000185261	135	1	23
ENSG00000187475	31	2	2
ENSG00000197273	135	1	23
ENSG00000185973	31	1	1
ENSG00000167654	78	1	32
ENSG00000108947	31	1	1
ENSG00000067177	31	3	3
ENSG00000198815	31	2	2
ENSG00000112679	5	1	23
ENSG00000112679	31	1	1
ENSG00000112679	75	1	101
ENSG00000146090	31	1	1
ENSG00000152591	5	1	22
ENSG00000015520	5	1	22
ENSG00000015520	31	3	3
ENSG00000183914	5	1	22
ENSG00000183914	31	6	6
ENSG00000168658	9	2	10
ENSG00000168658	31	3	3
ENSG00000130037	31	2	2
ENSG00000130037	78	2	57
ENSG00000171100	31	1	1
ENSG00000171100	75	1	106
ENSG00000157851	31	2	2
ENSG00000150756	5	1	22
ENSG00000150756	75	1	1
ENSG00000184305	9	1	12
ENSG00000184305	31	1	1
ENSG00000180596	31	1	1
ENSG00000215864	31	1	1
ENSG00000132109	31	3	3
ENSG00000132109	65	1	11
ENSG00000112299	31	3	3
ENSG00000185652	135	1	24
ENSG00000117625	31	1	1
ENSG00000123143	5	1	455
ENSG00000123143	9	1	36
ENSG00000123143	31	2	28
ENSG00000123143	78	2	113
ENSG00000123143	123	2	7
ENSG00000178381	31	1	1
ENSG00000156574	14	1	9
ENSG00000156574	75	1	101
ENSG00000172404	31	1	1
ENSG00000157764	2	2	149
ENSG00000157764	5	49	1263
ENSG00000157764	9	4558	35181
ENSG00000157764	14	108	2684
ENSG00000157764	18	7674	20364
ENSG00000157764	20	8	561
ENSG00000157764	31	219	1913
ENSG00000157764	32	8	562
ENSG00000157764	35	1	115
ENSG00000157764	51	22	1257
ENSG00000157764	59	53	472
ENSG00000157764	60	3	164
ENSG00000157764	61	7	235
ENSG00000157764	65	79	3665
ENSG00000157764	71	2	221
ENSG00000157764	75	1	355
ENSG00000157764	78	16	500
ENSG00000157764	91	3	44
ENSG00000157764	97	1	20
ENSG00000157764	100	30	837
ENSG00000157764	103	3	28
ENSG00000157764	114	1	12
ENSG00000157764	115	2	456
ENSG00000157764	122	3	158
ENSG00000157764	123	3167	7712
ENSG00000157764	125	42	1133
ENSG00000157764	127	15	1047
ENSG00000157764	132	5	459
ENSG00000157764	135	10	569
ENSG00000157764	143	1	47
ENSG00000157764	146	3	65
ENSG00000157764	153	23	187
ENSG00000157764	155	4	56
ENSG00000107719	5	1	22
ENSG00000107719	31	2	2
ENSG00000166152	5	1	22
ENSG00000254154	5	1	22
ENSG00000254154	31	3	3
ENSG00000148735	5	1	22
ENSG00000163611	31	1	1
ENSG00000166341	9	1	1
ENSG00000166341	31	3	3
ENSG00000166341	135	1	23
ENSG00000100485	31	2	2
ENSG00000120251	5	3	446
ENSG00000120251	31	1	1
ENSG00000130377	31	1	1
ENSG00000204227	31	1	1
ENSG00000204227	123	1	6
ENSG00000171097	31	1	1
ENSG00000100393	5	5	448
ENSG00000100393	31	1	1
ENSG00000100393	32	3	4
ENSG00000100393	65	1	12
ENSG00000100393	135	2	25
ENSG00000243135	31	1	1
ENSG00000107165	65	1	11
ENSG00000172728	31	1	1
ENSG00000172728	135	1	23
ENSG00000074771	31	1	1
ENSG00000144713	31	1	1
ENSG00000100395	5	1	22
ENSG00000100395	31	2	2
ENSG00000241635	5	1	1
ENSG00000063601	31	1	1
ENSG00000165521	31	3	3
