TOPOID	GENEID	QVALUE
9	ENSG00000014257	0.771440134655593
9	ENSG00000014914	5.39049407902749e-12
9	ENSG00000015133	0.860000087248231
9	ENSG00000015171	0.982670011555475
9	ENSG00000015479	0.671840179742465
9	ENSG00000015520	0.999710000195041
9	ENSG00000016082	0.623710198052286
9	ENSG00000016391	0.99674000218927
9	ENSG00000016490	0.441910242750596
9	ENSG00000016602	0.0561441087582843
9	ENSG00000017373	0.619210199639353
9	ENSG00000017483	0.998090001283539
9	ENSG00000018189	0.302120243242615
9	ENSG00000018236	0.0109650332866464
9	ENSG00000018408	0.0146210415552384
9	ENSG00000018510	0.998670000894033
9	ENSG00000018625	3.89124465868661e-08
9	ENSG00000018699	3.40112880623932e-06
9	ENSG00000019144	0.276920239177014
9	ENSG00000019169	0.255150234426523
9	ENSG00000019186	0.886170072034732
9	ENSG00000019485	0.989260007185356
9	ENSG00000019505	0.998670000894033
9	ENSG00000019991	0.998670000894033
9	ENSG00000020129	0.564000217269143
9	ENSG00000020256	0.999380000416915
9	ENSG00000020577	0.0255040629416286
9	ENSG00000020633	0.805970116943904
9	ENSG00000021488	0.00727802410042012
9	ENSG00000021574	4.29556231941212e-10
9	ENSG00000021645	0.00205950856867777
9	ENSG00000021762	0.64141019159941
9	ENSG00000021776	0.0230980585433794
9	ENSG00000021826	0.501110232893784
9	ENSG00000021852	0.543250222973229
9	ENSG00000022556	0.994490003696087
9	ENSG00000022567	0.786900126851425
9	ENSG00000022840	0.830570103716035
9	ENSG00000023171	0.0941471496382727
9	ENSG00000023228	3.73423139279767e-06
9	ENSG00000023287	0.489590235198999
9	ENSG00000023330	0.347140247054356
9	ENSG00000023516	0.997110001941155
9	ENSG00000023608	0.108690162251274
9	ENSG00000023839	0.72232015804739
9	ENSG00000023892	0.870240081358284
9	ENSG00000023902	0.0200360526992218
9	ENSG00000024048	0.501550232802179
9	ENSG00000024422	0.213930221910148
9	ENSG00000025434	0.856880089026568
9	ENSG00000025796	0.0427990907207305
9	ENSG00000026297	0.891230069032726
9	ENSG00000026508	0.619140199663867
9	ENSG00000026559	0.668880180937214
9	ENSG00000026652	0.00294631154859164
9	ENSG00000026950	0.0281640676267912
9	ENSG00000027001	0.0961861514927945
9	ENSG00000027644	0.00427391568299495
9	ENSG00000027697	0.550480221045232
9	ENSG00000028310	0.999950000033632
9	ENSG00000029153	0.034651078371877
9	ENSG00000029363	0.623330198187152
9	ENSG00000029364	0.998670000894033
9	ENSG00000029534	0.395400246779411
9	ENSG00000029559	0.926380047651382
9	ENSG00000030066	0.138600184237158
9	ENSG00000030304	0.596570207286998
9	ENSG00000030419	0.0323740747020438
9	ENSG00000030582	0.557730219047761
9	ENSG00000031081	0.84884009357392
9	ENSG00000032219	0.330570246137249
9	ENSG00000033030	0.386910247129651
9	ENSG00000033122	0.409530245925882
9	ENSG00000033178	0.455640240915242
9	ENSG00000033627	0.521050228484927
9	ENSG00000033800	3.27815323226878e-11
9	ENSG00000033867	0.461680240019199
9	ENSG00000034053	0.419490245126496
9	ENSG00000034693	0.00376261412927199
9	ENSG00000034971	0.844610095945835
9	ENSG00000035403	0.754510142962573
9	ENSG00000035499	0.927050047235005
9	ENSG00000035928	0.581080212187708
9	ENSG00000036054	0.257680235040812
9	ENSG00000036448	0.250280233196426
9	ENSG00000036473	4.70206064821085e-09
9	ENSG00000036549	0.96889002059729
9	ENSG00000036565	0.867510082936516
9	ENSG00000036672	0.667730181399016
9	ENSG00000036828	0.979940013357161
9	ENSG00000037280	0.338290246632388
9	ENSG00000037474	0.797520121371849
9	ENSG00000037637	0.623890197988349
9	ENSG00000037757	0.210630220689596
9	ENSG00000038002	0.78191012939289
9	ENSG00000038219	0.997270001833833
9	ENSG00000038295	0.0408370878509175
9	ENSG00000038382	0.406990246103822
9	ENSG00000038427	0.660830184141767
9	ENSG00000038532	0.304390243537591
9	ENSG00000038945	0.998980000685756
9	ENSG00000039068	0.594910207825255
9	ENSG00000039123	0.747950146112966
9	ENSG00000039139	0.978170014522554
9	ENSG00000039319	0.0211560548710278
9	ENSG00000039523	0.0191040508599521
9	ENSG00000039537	0.728530155211092
9	ENSG00000039560	0.873140079675464
9	ENSG00000039600	0.573990214338612
9	ENSG00000039987	0.959550026650931
9	ENSG00000040199	0.302210243254528
9	ENSG00000040275	0.101320156034865
9	ENSG00000040341	0.841490097686206
9	ENSG00000040487	0.422830244822623
9	ENSG00000040633	0.000741363593991831
9	ENSG00000040731	0.960200026231612
9	ENSG00000040933	0.656040186017325
9	ENSG00000041515	0.402330246402504
9	ENSG00000041982	0.954070030174318
9	ENSG00000041988	1.89681974819961e-07
9	ENSG00000042088	0.568760215887531
9	ENSG00000042286	0.310020244220218
9	ENSG00000042429	0.818610110209275
9	ENSG00000042445	0.854850090179525
9	ENSG00000042781	0.987200008554614
9	ENSG00000042832	0.953090030802185
9	ENSG00000042980	0.960710025902401
9	ENSG00000043039	0.974750016768224
9	ENSG00000043143	0.661090184039293
9	ENSG00000043462	0.964150023677086
9	ENSG00000043514	0.500620232995492
9	ENSG00000044090	0.947760034205124
9	ENSG00000044115	5.98813916412335e-05
9	ENSG00000044446	0.982010011991515
9	ENSG00000044524	0.00000023199
9	ENSG00000046604	0.756030142227118
9	ENSG00000046774	0.905160060668811
9	ENSG00000046889	0.00068283
9	ENSG00000047188	0.0371320822560542
9	ENSG00000047230	1.11380854477637e-05
9	ENSG00000047249	0.994650003589048
9	ENSG00000047346	0.312060244450523
9	ENSG00000047365	1.53361856139983e-08
9	ENSG00000047410	0.555310219721592
9	ENSG00000047457	0.074985130660336
9	ENSG00000047578	0.960030026341309
9	ENSG00000047579	0.557730219047761
9	ENSG00000047617	0.78191012939289
9	ENSG00000047621	0.750130145070314
9	ENSG00000047644	0.193330213708715
9	ENSG00000047849	0.734160152608915
9	ENSG00000047936	0.000223801265253106
9	ENSG00000048028	0.358370247371796
9	ENSG00000048052	0.138590184230592
9	ENSG00000048342	0.98846000771745
9	ENSG00000048405	0.43451024362134
9	ENSG00000048462	0.676260177942097
9	ENSG00000048649	0.000439072283248272
9	ENSG00000048707	0.501710232768804
9	ENSG00000048828	0.572890214667061
9	ENSG00000049192	0.602770205249234
9	ENSG00000049239	0.125720175364265
9	ENSG00000049245	0.928220046507119
9	ENSG00000049246	0.843880096353733
9	ENSG00000049249	0.526870227100424
9	ENSG00000049283	0.861300086505009
9	ENSG00000049323	0.800570119780509
9	ENSG00000049449	0.867320083046142
9	ENSG00000049540	0.998670000894033
9	ENSG00000049618	0.000253631412550145
9	ENSG00000049759	4.11237252089489e-12
9	ENSG00000049768	0.137050183213547
9	ENSG00000049769	0.945270035787962
9	ENSG00000049860	0.972270018391617
9	ENSG00000049883	0.667220181603388
9	ENSG00000050030	0.843280096688674
9	ENSG00000050165	0.717910160039785
9	ENSG00000050327	0.182770208941191
9	ENSG00000050344	0.978370014390979
9	ENSG00000050405	0.0378880834171023
9	ENSG00000050555	0.95387003030251
9	ENSG00000050628	0.000866034107825469
9	ENSG00000050767	8.71528179725559e-07
9	ENSG00000051009	0.998670000894033
9	ENSG00000051341	0.818530110252314
9	ENSG00000051382	0.93500004226962
9	ENSG00000051825	0.596000207472172
9	ENSG00000052126	0.557730219047761
9	ENSG00000052841	0.634590194125184
9	ENSG00000053524	0.310500244275217
9	ENSG00000053747	0.298610242763891
9	ENSG00000053770	0.930020045385357
9	ENSG00000053918	0.671800179758669
9	ENSG00000054118	0.938110040314792
9	ENSG00000054219	0.996550002316644
9	ENSG00000054277	0.999980000013453
9	ENSG00000054282	0.998670000894033
9	ENSG00000054356	0.982990011343954
9	ENSG00000054392	0.690310172090753
9	ENSG00000054523	0.774000133377599
9	ENSG00000054611	0.488860235338977
9	ENSG00000054654	0.728000155454553
9	ENSG00000054793	0.219800223996957
9	ENSG00000054938	0.994810003481993
9	ENSG00000055044	4.96375615480194e-08
9	ENSG00000055130	0.000999744645497928
9	ENSG00000055163	0.760830139891149
9	ENSG00000055483	0.975470016296121
9	ENSG00000055609	0.23512
9	ENSG00000055732	0.0014086062204928
9	ENSG00000055917	1.50301588348684e-07
9	ENSG00000055955	0.60305020515619
9	ENSG00000055957	0.791360124561878
9	ENSG00000056050	0.580810212270689
9	ENSG00000056097	0.999990000006727
9	ENSG00000056277	0.0218710562364947
9	ENSG00000056291	0.411430245785845
9	ENSG00000056661	0.905620060390144
9	ENSG00000056736	0.990970006046547
9	ENSG00000056998	0.221470224571257
9	ENSG00000057149	0.998670000894033
9	ENSG00000057294	0.884250073168752
9	ENSG00000057468	0.165050200005806
9	ENSG00000057593	0.367950247455185
9	ENSG00000057704	0.520070228713768
9	ENSG00000058056	0.981270012480054
9	ENSG00000058063	6.48996219855238e-07
9	ENSG00000058085	0.0345720782462779
9	ENSG00000058091	0.0345710782446872
9	ENSG00000058262	4.56635191529545e-08
9	ENSG00000058272	0.814730112290609
9	ENSG00000058335	0.487950235512444
9	ENSG00000058404	0.998670000894033
9	ENSG00000058600	0.00622942127997938
9	ENSG00000058668	0.997280001827125
9	ENSG00000058799	5.39049407902749e-12
9	ENSG00000058804	0.490360235050557
9	ENSG00000058866	0.974890016676455
9	ENSG00000059377	0.846640094809314
9	ENSG00000059573	0.109300162750408
9	ENSG00000059691	0.78191012939289
9	ENSG00000059915	0.320940245349271
9	ENSG00000060069	0.975730016125552
9	ENSG00000060138	0.0121130359603603
9	ENSG00000060237	0.0107520327819133
9	ENSG00000060339	0.0182590491659694
9	ENSG00000060558	0.752720143826028
9	ENSG00000060656	0.000079706
9	ENSG00000060709	0.54073022363006
9	ENSG00000060718	0.641380191610627
9	ENSG00000060749	0.756060142212581
9	ENSG00000060971	0.308440244035642
9	ENSG00000061273	0.996810002142336
9	ENSG00000061676	0.421770244920991
9	ENSG00000061918	0.0888111446427631
9	ENSG00000061936	0.998120001263398
9	ENSG00000061987	0.976820015409965
9	ENSG00000062038	0.954300030026864
9	ENSG00000062096	0.761240139690673
9	ENSG00000062194	0.562420217721783
9	ENSG00000062282	0.460080240261765
9	ENSG00000062370	0.782850128915771
9	ENSG00000062524	0.710880163178146
9	ENSG00000062598	0.275600238922707
9	ENSG00000062716	1.66241488046947e-06
9	ENSG00000062822	0.46983023872601
9	ENSG00000063587	0.333620246347204
9	ENSG00000063601	0.635580193761586
9	ENSG00000063761	0.395130246792451
9	ENSG00000064012	3.04422601041975e-06
9	ENSG00000064042	0.00871052779127713
9	ENSG00000064102	0.409690245914317
9	ENSG00000064115	0.80781011597179
9	ENSG00000064218	0.719740159215214
9	ENSG00000064225	0.519360228878785
9	ENSG00000064309	0.973490017593543
9	ENSG00000064313	0.299420242876817
9	ENSG00000064393	0.604360204719717
9	ENSG00000064419	0.998670000894033
9	ENSG00000064607	0.890470069484856
9	ENSG00000064651	0.00512551818147444
9	ENSG00000064655	0.844270096135868
9	ENSG00000064692	0.998670000894033
9	ENSG00000064726	0.0582061113404717
9	ENSG00000064763	0.499700233185583
9	ENSG00000064787	0.195230214524691
9	ENSG00000064989	0.328060245950276
9	ENSG00000064999	0.998670000894033
9	ENSG00000065000	0.998670000894033
9	ENSG00000065060	0.984750010179336
9	ENSG00000065150	0.898040064961991
9	ENSG00000065183	0.662270183573352
9	ENSG00000065243	0.218620223586022
9	ENSG00000065320	0.0463040956985941
9	ENSG00000065325	0.443780242517308
9	ENSG00000065328	0.877330077232641
9	ENSG00000065361	2.3713169866466e-05
9	ENSG00000065413	0.0616261155157099
9	ENSG00000065427	0.227890226700726
9	ENSG00000065457	0.99322000454509
9	ENSG00000065485	0.0159090443124758
9	ENSG00000065491	0.647720189219058
9	ENSG00000065526	0.0183050492588525
9	ENSG00000065534	0.917400053200516
9	ENSG00000065559	0.000241091350933762
9	ENSG00000065600	0.998670000894033
9	ENSG00000065613	0.0393940856999377
9	ENSG00000065615	0.810070114773923
9	ENSG00000065618	0.259370235441828
9	ENSG00000065675	0.851880091860519
9	ENSG00000065802	0.705400165592139
9	ENSG00000065809	0.428090244308142
9	ENSG00000065833	0.0183990494484154
9	ENSG00000065882	0.0708711261817049
9	ENSG00000065883	0.0505901015441789
9	ENSG00000065923	0.00367051384460621
9	ENSG00000065989	1.56491407135001e-06
9	ENSG00000066027	0.463940239670222
9	ENSG00000066032	0.0246560614096603
9	ENSG00000066056	0.446880242118908
9	ENSG00000066084	0.0345310781810456
9	ENSG00000066117	0.197170215345012
9	ENSG00000066135	0.94235003763852
9	ENSG00000066136	0.0588211121010263
9	ENSG00000066230	0.895090066729659
9	ENSG00000066248	0.949210033281363
9	ENSG00000066279	0.0173280472690651
9	ENSG00000066455	0.0505791015294981
9	ENSG00000066629	0.0208660543125992
9	ENSG00000066697	0.81877011012318
9	ENSG00000066739	0.363950247441023
9	ENSG00000066777	0.692170171301623
9	ENSG00000066827	0.952130031416581
9	ENSG00000066923	0.888760070500553
9	ENSG00000066933	0.453570241209974
9	ENSG00000067064	0.557730219047761
9	ENSG00000067066	0.610750202563358
9	ENSG00000067141	0.679000176816267
9	ENSG00000067167	0.0395390859176648
9	ENSG00000067177	0.433120243775484
9	ENSG00000067182	0.873500079466109
9	ENSG00000067191	0.998670000894033
9	ENSG00000067208	0.975890016020563
9	ENSG00000067248	0.813590112899775
9	ENSG00000067334	0.369590247452518
9	ENSG00000067365	0.153170193306122
9	ENSG00000067369	0.653390187044854
9	ENSG00000067445	0.759940140325819
9	ENSG00000067560	0.149480191101158
9	ENSG00000067596	0.398900246599176
9	ENSG00000067606	0.998670000894033
9	ENSG00000067704	0.0580881111940458
9	ENSG00000067798	0.00940532952254703
9	ENSG00000067829	0.36043024740411
9	ENSG00000067842	0.678310177100481
9	ENSG00000067900	0.492000234731685
9	ENSG00000068024	0.434010243677132
9	ENSG00000068305	0.996460002376971
9	ENSG00000068323	0.567270216322902
9	ENSG00000068354	0.046269095649792
9	ENSG00000068366	5.39049407902749e-12
9	ENSG00000068400	0.836780100298747
9	ENSG00000068650	0.897140065501972
9	ENSG00000068654	0.788760125898653
9	ENSG00000068724	0.930760044923508
9	ENSG00000068745	0.974110017187571
9	ENSG00000068781	0.977710014825072
9	ENSG00000068784	4.77635415837469e-08
9	ENSG00000068793	0.410400245862494
9	ENSG00000068831	0.628250196428982
9	ENSG00000068878	0.47974023702559
9	ENSG00000068885	3.85882637838314e-05
9	ENSG00000068976	9.37357299848001e-06
9	ENSG00000069020	0.00196540823899717
9	ENSG00000069122	0.999980000013453
9	ENSG00000069188	0.654390186657955
9	ENSG00000069206	0.333220246320741
9	ENSG00000069248	0.992870004778875
9	ENSG00000069329	0.0459490952027738
9	ENSG00000069431	0.992880004772197
9	ENSG00000069702	0.903450061703347
9	ENSG00000069869	0.755120142667671
9	ENSG00000069998	0.0184030494564747
9	ENSG00000070018	0.100590155399914
9	ENSG00000070019	0.396000246749988
9	ENSG00000070061	0.571420215103769
9	ENSG00000070159	3.63094746411942e-09
9	ENSG00000070182	0.340380246745936
9	ENSG00000070214	0.919410051963565
9	ENSG00000070366	0.815900111664296
9	ENSG00000070371	0.379330247336542
9	ENSG00000070540	1.45131087559614e-05
9	ENSG00000070601	0.834790101397206
9	ENSG00000070614	0.000117650716023005
9	ENSG00000070729	0.70123016740989
9	ENSG00000070748	0.851070092317765
9	ENSG00000070778	0.894240067237774
9	ENSG00000070814	0.05312910489043
9	ENSG00000070882	0.431570243943833
9	ENSG00000070886	0.396460246727017
9	ENSG00000070915	0.982960011363787
9	ENSG00000070950	0.557730219047761
9	ENSG00000070961	0.894920066831325
9	ENSG00000071054	0.00673592265602203
9	ENSG00000071073	0.855380089878819
9	ENSG00000071127	0.724010157279059
9	ENSG00000071189	0.0268460653275207
9	ENSG00000071242	0.665460182306659
9	ENSG00000071282	0.00705162350061304
9	ENSG00000071537	0.860770086808175
9	ENSG00000071553	0.362380247427402
9	ENSG00000071575	0.955030029558609
9	ENSG00000071794	0.818960110020916
9	ENSG00000071967	4.62344536484696e-07
9	ENSG00000071991	0.998800000806699
9	ENSG00000072041	0.835210101165636
9	ENSG00000072062	0.998670000894033
9	ENSG00000072071	0.998150001243256
9	ENSG00000072110	1.53651145509807e-05
9	ENSG00000072121	0.0165400456372919
9	ENSG00000072133	5.39049407902749e-12
9	ENSG00000072182	0.74947014538643
9	ENSG00000072195	0.107710161444561
9	ENSG00000072201	0.0702231254618594
9	ENSG00000072210	0.865100084324953
9	ENSG00000072315	0.433070243780973
9	ENSG00000072364	0.873870079250836
9	ENSG00000072422	0.963140024331306
9	ENSG00000072501	0.594490207960947
9	ENSG00000072518	0.19516021449485
9	ENSG00000072571	0.139940185112684
9	ENSG00000072657	0.00110000504066223
9	ENSG00000072682	0.998670000894033
9	ENSG00000072786	0.97995001335057
9	ENSG00000072803	0.72907015496277
9	ENSG00000072832	0.143140187168729
9	ENSG00000072840	0.983160011231555
9	ENSG00000072858	0.445940242241246
9	ENSG00000072952	0.937660040598074
9	ENSG00000072958	0.563830217317988
9	ENSG00000073146	0.631170195373247
9	ENSG00000073282	0.0995791545146602
9	ENSG00000073331	0.0379650835347844
9	ENSG00000073417	0.998670000894033
9	ENSG00000073464	0.238380229919884
9	ENSG00000073578	3.38573393009813e-07
9	ENSG00000073605	0.90065006339262
9	ENSG00000073614	0.557730219047761
9	ENSG00000073670	0.0936371491697957
9	ENSG00000073711	0.901100063121524
9	ENSG00000073712	0.926290047707288
9	ENSG00000073734	0.684720174442059
9	ENSG00000073737	0.794220123084789
9	ENSG00000073756	0.886170072034732
9	ENSG00000073803	0.160160197320218
9	ENSG00000073910	0.159320196848867
9	ENSG00000073921	0.662510183478411
9	ENSG00000074047	0.956360028704522
9	ENSG00000074054	0.609040203144838
9	ENSG00000074181	0.175470205406865
9	ENSG00000074211	0.80183011912082
9	ENSG00000074219	5.39049407902749e-12
9	ENSG00000074276	0.998670000894033
9	ENSG00000074370	0.549560221294129
9	ENSG00000074410	0.999980000013453
9	ENSG00000074590	0.867630082867265
9	ENSG00000074603	0.269160237620629
9	ENSG00000074621	0.964220023631718
9	ENSG00000074657	0.998670000894033
9	ENSG00000074755	0.759180140696443
9	ENSG00000074771	0.993610004284489
9	ENSG00000074803	0.844930095766897
9	ENSG00000074855	0.909740057887257
9	ENSG00000074935	0.846300094999896
9	ENSG00000074966	0.0269010654243248
9	ENSG00000075035	0.514100230080913
9	ENSG00000075043	0.975200016473202
9	ENSG00000075151	0.410150245880836
9	ENSG00000075188	0.953970030238418
9	ENSG00000075213	0.999980000013453
9	ENSG00000075223	0.714510161563437
9	ENSG00000075275	0.978060014594908
9	ENSG00000075292	0.731600153795757
9	ENSG00000075340	0.997260001840541
9	ENSG00000075391	0.244280231593125
9	ENSG00000075413	0.000426832227715392
9	ENSG00000075420	0.543870222810421
9	ENSG00000075429	0.151020192028751
9	ENSG00000075461	0.703590166383181
9	ENSG00000075539	1.13040866087822e-05
9	ENSG00000075568	0.940010039117109
9	ENSG00000075643	0.363560247438066
9	ENSG00000075651	0.812530113465229
9	ENSG00000075673	0.591200209016953
9	ENSG00000075702	0.858580088058548
9	ENSG00000075711	0.818960110020916
9	ENSG00000075785	3.66864224930891e-08
9	ENSG00000075884	8.47117966810899e-07
9	ENSG00000075945	0.330100246103217
9	ENSG00000076003	0.825160106667644
9	ENSG00000076108	0.652080187550134
9	ENSG00000076201	1.69741516997218e-06
9	ENSG00000076242	0.000650213209490243
9	ENSG00000076258	0.0142610407712101
9	ENSG00000076321	9.02718451110717e-07
9	ENSG00000076356	0.516930229438616
9	ENSG00000076382	0.727110155862801
9	ENSG00000076513	0.151640192399209
9	ENSG00000076555	0.0426750905411768
9	ENSG00000076650	0.926420047626532
9	ENSG00000076685	0.557730219047761
9	ENSG00000076716	0.00496061770564856
9	ENSG00000076924	0.99617000257132
9	ENSG00000076928	0.133800181028822
9	ENSG00000077044	0.0364880812588547
9	ENSG00000077063	0.907760059091671
9	ENSG00000077080	0.998670000894033
9	ENSG00000077092	5.34566020874515e-08
9	ENSG00000077097	0.466810239216383
9	ENSG00000077157	0.0874001432862611
9	ENSG00000077235	0.998180001223113
9	ENSG00000077238	0.794150123121024
9	ENSG00000077254	0.900660063386597
9	ENSG00000077264	0.0723121277682395
9	ENSG00000077274	0.00626862138743791
9	ENSG00000077279	7.75508540551742e-08
9	ENSG00000077327	0.883380073681683
9	ENSG00000077380	0.000218521238912028
9	ENSG00000077498	0.780220130248777
9	ENSG00000077514	0.557730219047761
9	ENSG00000077522	0.542760223101563
9	ENSG00000077616	0.000296901622076861
9	ENSG00000077684	0.0393510856353014
9	ENSG00000077782	0.935150042175495
9	ENSG00000077942	0.353900247274222
9	ENSG00000077943	0.520540228604173
9	ENSG00000078018	0.000066689
9	ENSG00000078043	0.670770180175365
9	ENSG00000078053	0.910200057607029
9	ENSG00000078061	0.0242010605796272
9	ENSG00000078070	0.966000022476917
9	ENSG00000078081	0.993010004685371
9	ENSG00000078114	0.997630001592296
9	ENSG00000078142	0.604530204662936
9	ENSG00000078177	0.882310074311738
9	ENSG00000078246	0.833340102195582
9	ENSG00000078269	1
9	ENSG00000078295	0.133640180919906
9	ENSG00000078304	2.48532542351202e-07
9	ENSG00000078328	0.483540236336882
9	ENSG00000078403	0.252280233709243
9	ENSG00000078589	0.447620242021664
9	ENSG00000078618	0.952630031096664
9	ENSG00000078674	0.817850110617935
9	ENSG00000078687	0.765610137544672
9	ENSG00000078699	0.0717601271627935
9	ENSG00000078725	0.941050038460442
9	ENSG00000078747	0.0215790556807786
9	ENSG00000078814	0.971160019116838
9	ENSG00000078967	0.905420060511323
9	ENSG00000079101	0.997310001807
9	ENSG00000079102	0.89602
9	ENSG00000079112	0.998930000719353
9	ENSG00000079156	0.254430234248628
9	ENSG00000079215	8.84525552947133e-05
9	ENSG00000079246	0.0142290407012251
9	ENSG00000079308	0.985660009576346
9	ENSG00000079335	0.963800023903877
